Date,Open,High,Low,Close,Adj Close,Volume
2021-03-19,193.009995,196.490005,187.809998,194.389999,194.389999,4442400
2021-03-22,196.850006,203.300003,194.710007,195.000000,195.000000,3740400
2021-03-23,195.500000,196.750000,185.740005,187.139999,187.139999,3460600
2021-03-24,189.000000,189.779999,178.509995,178.850006,178.850006,3756100
2021-03-25,173.100006,179.539993,170.500000,176.160004,176.160004,5264100
2021-03-26,178.416000,181.000000,168.000000,174.399994,174.399994,3511300
2021-03-29,175.360001,185.460007,173.500000,182.500000,182.500000,4508800
2021-03-30,182.350006,185.229996,178.380005,183.100006,183.100006,2903300
2021-03-31,185.429993,192.274994,185.130005,187.940002,187.940002,3079500
2021-04-01,192.500000,193.990005,185.369995,188.240005,188.240005,2921400
2021-04-05,191.660004,192.100006,185.809998,186.690002,186.690002,2591400
2021-04-06,188.699997,194.479996,187.520004,190.029999,190.029999,3565600
2021-04-07,189.380005,190.619995,179.470001,179.940002,179.940002,6663500
2021-04-08,181.647995,183.899994,179.300003,180.179993,180.179993,2625300
2021-04-09,179.619995,182.460007,177.250000,179.500000,179.500000,2905300
